FlorentineDrawings_Identifier,City,City_URI,Country,Country_URI,Collection_main,Collection_URI_main,Collection_sub,Collection_URI_sub,Inventory_number,Object_repository_URI_corrected,Former_collection,Former_collection_URI,Former_collection_city,Former_collection_city_URI,Former_collection_country,Former_collection_country_URI,Former_collection_Inventory_Number,BB_1961_number_letter,BB_1961_number_letter_NoSpace,BB_1961_figure number_recto,BB_1961_figure number_verso,BB_1961_plate number,BB_1961_Artist_NoQualifier,Artist_URI_1961,BB_1961_Qualifier,BB_1961_title_recto,BB_1961_title_verso,BB_1961_title_correction,BB_1961_technique_recto_1,BB_1961_technique_recto_1_URI,BB_1961_technique_recto_2,BB_1961_technique_recto_2_URI,BB_1961_technique_recto_3,BB_1961_technique_recto_3_URI,BB_1961_technique_recto_4,BB_1961_technique_recto_4_URI,BB_1961_technique_recto_5,BB_1961_technique_recto_5_URI,BB_1961_technique_verso_1,BB_1961_technique_verso_1_URI,BB_1961_technique_verso_2,BB_1961_technique_verso_2_URI,BB_1961_technique_verso_3,BB_1961_technique_verso_3_URI,BB_1961_technique_verso_4,BB_1961_technique_verso_4_URI,BB_1961_text_recto,BB_1961_text_verso,BB_1938_number_letter,BB_1938_number_letter_NoSpace,BB_1938_Artist_NoQualifier,Artist_URI_1938,BB_1938_Qualifier,BB_1938_title_recto,BB_1938_title_verso,BB_1938_text_recto,BB_1938_text_verso,BB_1903_number_letter,BB_1903_number_letter_NoSpace,BB_1903_Artist_NoQualifier,Artist_URI_1903,BB_1903_Qualifier,BB_1903_title_recto,BB_1903_title_verso,BB_1903_text_recto,BB_1903_text_verso,Cataloguer's Comments,Cataloguer's Question
00156_2-Berenson,Paris,http://sws.geonames.org/2988507,France,http://sws.geonames.org/3017382,Musée du Louvre,http://viaf.org/viaf/130051079/,,,1716.bis,,,,,,,,,156 (2),156_2,,,,Andrea del Sarto,http://vocab.getty.edu/ulan/500025314,,Due disegni sulla stessa montatura: Testa di giovane donna con capelli sciolti e fluenti,,,black chalk,http://vocab.getty.edu/aat/300080058,,,,,,,,,,,,,,,,,,,156,156,Andrea del Sarto,http://vocab.getty.edu/ulan/500025314,,Two drawings on same mount. Head of young woman  with loose flowing hair,,,,156,156,,,,,,,,,
00170_1-Berenson,Florence,http://sws.geonames.org/3176959,Italy,http://sws.geonames.org/3175395,Gabinetto disegni e stampe degli Uffizi,http://viaf.org/viaf/131952597/,,,99.E,,,,,,,,,170 (1),170_1,,,,Fra Angelico,http://vocab.getty.edu/ulan/500029319,School of,Annunciazione in due medaglioni,,,ink,http://vocab.getty.edu/aat/300015012,,,,,,,,,,,,,,,,,,,170,170,Fra Angelico,http://vocab.getty.edu/ulan/500029319,School of,Annunciation in two medallions,,,,170,170,,,,,,,,,
00170_2-Berenson,Florence,http://sws.geonames.org/3176959,Italy,http://sws.geonames.org/3175395,Gabinetto disegni e stampe degli Uffizi,http://viaf.org/viaf/131952597/,,,100.E,,,,,,,,,170 (2),170_2,,,,Fra Angelico,http://vocab.getty.edu/ulan/500029319,School of,Annunciazione in due medaglioni,,,ink,http://vocab.getty.edu/aat/300015012,,,,,,,,,,,,,,,,,,,170,170,Fra Angelico,http://vocab.getty.edu/ulan/500029319,School of,Annunciation in two medallions,,,,170,170,,,,,,,,,
00189_1-Berenson,Vienna,http://sws.geonames.org/2761369,Austria,http://sws.geonames.org/2782113,Albertina,http://viaf.org/viaf/150594250/,,,S.R.190,,,,,,,,,189 (1),189_1,,,,Bachiacca,http://vocab.getty.edu/ulan/500021332,,"Due studi separati per i quadri con ""Storie di Giuseppe"" nella National Gallery di Londra: per la guardia sotto il portico del primo quadro (n. 1218)",,,red chalk,http://vocab.getty.edu/aat/300080064,,,,,,,,,,,,,,,,,,,189,189,Bacchiacca,http://vocab.getty.edu/ulan/500021332,,"Two separate studies, one for guard under portico in the National Gallery picture (n. 1219)",,,,189,189,,,,,,,,,
00189_2-Berenson,Vienna,http://sws.geonames.org/2761369,Austria,http://sws.geonames.org/2782113,Albertina,http://viaf.org/viaf/150594250/,,,S.R.191,,,,,,,,,189 (2),189_2,,,,Bachiacca,http://vocab.getty.edu/ulan/500021332,,"Due studi separati per i quadri con ""Storie di Giuseppe"" nella National Gallery di Londra: per una figura del secondo (n. 1219)",,,red chalk,http://vocab.getty.edu/aat/300080064,,,,,,,,,,,,,,,,,,,189,189,Bacchiacca,http://vocab.getty.edu/ulan/500021332,,Two separate studies...the other for a figure in the companion panel (n. 1218),,,,189,189,,,,,,,,,
00509_1-Berenson,Vienna,http://sws.geonames.org/2761369,Austria,http://sws.geonames.org/2782113,Albertina,http://viaf.org/viaf/150594250/,,,4876,,,,,,,,,"509 (1, 2)",509_1,373,,,Fra Bartolommeo,http://vocab.getty.edu/ulan/500115575,,"Due disegni distinti, montati insieme...nella parte sinistra un Angelo",,,black chalk,http://vocab.getty.edu/aat/300080058,,,,,,,,,,,,,,,,,"Same as 1938, in Italian",,509,509,Fra Bartolommeo,http://vocab.getty.edu/ulan/500115575,,Angel,,"Two separate drawing mounted together. The angel, as Professor Wickhoff already observed, is a study for the one in the lower left-hand corner of the Vision of St. Bernard.",,509,509,,,,,,Same as 1938,,Inventory numbers handwritten and modified in BB 1961.,
00509_2-Berenson,Vienna,http://sws.geonames.org/2761369,Austria,http://sws.geonames.org/2782113,Albertina,http://viaf.org/viaf/150594250/,,,17590,,,,,,,,,"509 (1, 2)",509_2,380,,,Fra Bartolommeo,http://vocab.getty.edu/ulan/500115575,,"Due disegni distinti, montati insieme...nella destra una Santa Caterina",,,black chalk,http://vocab.getty.edu/aat/300080058,,,,,,,,,,,,,,,,,"Same as 1938, in Italian",,509,509,Fra Bartolommeo,http://vocab.getty.edu/ulan/500115575,,St. Catherine,,"Two separate drawing mounted together. The saint is for the picture at Lucca, representing God the Father with the Magdalen and St. Catherine.",,509,509,,,,,,Same as 1938,,Inventory numbers handwritten and modified in BB 1961.,
0511A_1-Berenson,Vienna,http://sws.geonames.org/2761369,Austria,http://sws.geonames.org/2782113,Albertina,http://viaf.org/viaf/150594250/,,,S.R.322,,,,,,,,,511 A (1),511A_1,,,,Fra Bartolommeo,http://vocab.getty.edu/ulan/500115575,,"Tre paesaggi, con palazzi ed alberi",,,ink,http://vocab.getty.edu/aat/300015012,bister,http://vocab.getty.edu/aat/300013351,,,,,,,,,,,,,,,,,511 A,511A,Fra Bartolommeo,http://vocab.getty.edu/ulan/500115575,,Three landscapes with buildings and trees,,,,,,,,,,,,,Drawing missing in BB 1903.,
0511A_2-Berenson,Vienna,http://sws.geonames.org/2761369,Austria,http://sws.geonames.org/2782113,Albertina,http://viaf.org/viaf/150594250/,,,S.R.323,,,,,,,,,511 A (2),511A_2,,,,Fra Bartolommeo,http://vocab.getty.edu/ulan/500115575,,"Tre paesaggi, con palazzi ed alberi",,,ink,http://vocab.getty.edu/aat/300015012,bister,http://vocab.getty.edu/aat/300013351,,,,,,,,,,,,,,,,,511 A,511A,Fra Bartolommeo,http://vocab.getty.edu/ulan/500115575,,Three landscapes with buildings and trees,,,,,,,,,,,,,Drawing missing in BB 1903.,
0511A_3-Berenson,Vienna,http://sws.geonames.org/2761369,Austria,http://sws.geonames.org/2782113,Albertina,http://viaf.org/viaf/150594250/,,,S.R.324,,,,,,,,,511 A (3),511A_3,,,,Fra Bartolommeo,http://vocab.getty.edu/ulan/500115575,,"Tre paesaggi, con palazzi ed alberi",,,ink,http://vocab.getty.edu/aat/300015012,bister,http://vocab.getty.edu/aat/300013351,,,,,,,,,,,,,,,,,511 A,511A,Fra Bartolommeo,http://vocab.getty.edu/ulan/500115575,,Three landscapes with buildings and trees,,,,,,,,,,,,,Drawing missing in BB 1903.,
00218_1-Berenson,Chantilly,http://sws.geonames.org/3026827,France,http://sws.geonames.org/3017382,Musée Condé,http://viaf.org/viaf/139676854/,,,41,,,,,,,,,218 (1),218_1,,,,Fra Bartolommeo,http://vocab.getty.edu/ulan/500115575,,"Due foglietti montati insieme: Donna seduta, pesantemente drappeggiata, in profilo verso destra",,,ink,http://vocab.getty.edu/aat/300015012,,,,,,,,,ink,http://vocab.getty.edu/aat/300015012,,,,,,,"Same as 1938, in Italian",,218,218,Fra Bartolommeo,http://vocab.getty.edu/ulan/500115575,,"Woman standing, heavily draped, in profile to right",,,,218,218,,,,,,Same as 1938,,,
00218_2-Berenson,Chantilly,http://sws.geonames.org/3026827,France,http://sws.geonames.org/3017382,Musée Condé,http://viaf.org/viaf/139676854/,,,41,,,,,,,,,218 (2),218_2,,,,Fra Bartolommeo,http://vocab.getty.edu/ulan/500115575,,Due foglietti montati insieme: 2) Santo che guarda in alto ,Flagellazione,,ink,http://vocab.getty.edu/aat/300015012,,,,,,,,,ink,http://vocab.getty.edu/aat/300015012,,,,,,,"Same as 1938, in Italian",,218,218,Fra Bartolommeo,http://vocab.getty.edu/ulan/500115575,,Saint looking up. Study for Assumption ,Flagellation,,,218,218,,,,,,Same as 1938,,,
00394_1-Berenson,Lille,http://sws.geonames.org/2998324,France,http://sws.geonames.org/3017382,Palais des Beaux-Arts de Lille,http://viaf.org/viaf/160967235/,,,36,,,,,,,,,394 (1),394_1,395,,,Fra Bartolommeo,http://vocab.getty.edu/ulan/500115575,,San Francesco che abbraccia San Domenico busto di San Domenico in profilo verso sinistra studio di drappeggi figura distesa,,,black chalk,http://vocab.getty.edu/aat/300080058,,,,,,,,,,,,,,,,,"Same as 1938, in Italian",,394 (1),394_1,Fra Bartolommeo,http://vocab.getty.edu/ulan/500115575,,St. Francis embracing St. Dominic. The latter alone. Study of drapery. Figure reclining ,,The two first are studies for the Louvre Marriage of Catherine,,394,394,,,,,,Same as 1938,,,
00394_2-Berenson,Lille,http://sws.geonames.org/2998324,France,http://sws.geonames.org/3017382,Palais des Beaux-Arts de Lille,http://viaf.org/viaf/160967235/,,,39,,,,,,,,,394 (2),394_2,395,,,Fra Bartolommeo,http://vocab.getty.edu/ulan/500115575,,"Studio di figura seduta, verso destra",,,black chalk,http://vocab.getty.edu/aat/300080058,,,,,,,,,,,,,,,,,"Same as 1938, in Italian",,394 (2),394_2,Fra Bartolommeo,http://vocab.getty.edu/ulan/500115575,,Study for figure seated towards right,,,,394,394,,,,,,Same as 1938,,,
0503D_1-Berenson,Paris,http://sws.geonames.org/2988507,France,http://sws.geonames.org/3017382,Institut Néerlandais,http://viaf.org/viaf/136999912/,,,,,,,,,,,,503 D (1),503D_1,,,,Fra Bartolommeo,http://vocab.getty.edu/ulan/500115575,,Donna con un bambino in braccio ed un altro che le salta addosso,,,ink,http://vocab.getty.edu/aat/300015012,,,,,,,,,,,,,,,,,,,390 E,390E,Fra Bartolommeo,http://vocab.getty.edu/ulan/500115575,,"Woman carrying child, and another leaping up to her",,,,429,429,,,,,,,,"Inventory number missing in BB 1961, BB 1938, BB 1903.",See: new location?
0503D_2-Berenson,Paris,http://sws.geonames.org/2988507,France,http://sws.geonames.org/3017382,Institut Néerlandais,http://viaf.org/viaf/136999912/,,,,,,,,,,,,503 D (2),503D_2,,,,Fra Bartolommeo,http://vocab.getty.edu/ulan/500115575,,Schizzo di paesaggio già appartenente al taccuino Gaburri,,,ink,http://vocab.getty.edu/aat/300015012,,,,,,,,,,,,,,,,,"vedi BB n. 433.F, fol.37.",,390 E,390E,Fra Bartolommeo,http://vocab.getty.edu/ulan/500115575,,"Woman carrying child, and another leaping up to her",,,,429,429,,,,,,,,"Inventory number missing in BB 1961, BB 1938, BB 1903.",See: new location?
494AFol1-Berenson,Paris,http://sws.geonames.org/2988507,France,http://sws.geonames.org/3017382,Musée du Louvre,http://viaf.org/viaf/130051079/,,,R.F.5549,,,,,,,,,494 A (Fol.1),494AFol1,,,,Fra Bartolommeo,http://vocab.getty.edu/ulan/500115575,,"Taccuino di ventiquattro schizzi, quasi tutti a penna e per soggetti religiosi. Uomo barbuto, ammantato, a capo chino",,,ink,http://vocab.getty.edu/aat/300015012,,,,,,,,,,,,,,,,,"Nell'edizione del 1938 ne ho citati solo dieci, che mi parevano i più interessanti. Per amore di completezza ne do qui l'intero elenco.",,,,,,,,,,,,,,,,,,,,Drawing missing in BB 1938 and BB 1903.,
494AFol2-Berenson,Paris,http://sws.geonames.org/2988507,France,http://sws.geonames.org/3017382,Musée du Louvre,http://viaf.org/viaf/130051079/,,,R.F.5550,,,,,,,,,494 A (Fol.2),494AFol2,,,,Fra Bartolommeo,http://vocab.getty.edu/ulan/500115575,,"Taccuino di ventiquattro schizzi, quasi tutti a penna e per soggetti religiosi. Donna ammantata, a mani giunte, con lo sguardo volto in alto",,,ink,http://vocab.getty.edu/aat/300015012,,,,,,,,,ink,http://vocab.getty.edu/aat/300015012,,,,,,,"Nell'edizione del 1938 ne ho citati solo dieci, che mi parevano i più interessanti. Per amore di completezza ne do qui l'intero elenco. Verso: Ricorda l'Albertinelli.",,,,,,,,,,,,,,,,,,,,Drawing missing in BB 1938 and BB 1903.,
494AFol3-Berenson,Paris,http://sws.geonames.org/2988507,France,http://sws.geonames.org/3017382,Musée du Louvre,http://viaf.org/viaf/130051079/,,,R.F.5551,,,,,,,,,494 A (Fol.3),494AFol3,,,,Fra Bartolommeo,http://vocab.getty.edu/ulan/500115575,,"Taccuino di ventiquattro schizzi, quasi tutti a penna e per soggetti religiosi. Donna ammantata, a capo chino, volta a destra",,,ink,http://vocab.getty.edu/aat/300015012,,,,,,,,,ink,http://vocab.getty.edu/aat/300015012,,,,,,,"Nell'edizione del 1938 ne ho citati solo dieci, che mi parevano i più interessanti. Per amore di completezza ne do qui l'intero elenco.",,,,,,,,,,,,,,,,,,,,Drawing missing in BB 1938 and BB 1903.,
494AFol4-Berenson,Paris,http://sws.geonames.org/2988507,France,http://sws.geonames.org/3017382,Musée du Louvre,http://viaf.org/viaf/130051079/,,,R.F.5552,,,,,,,,,494 A (Fol.4),494AFol4,,,,Fra Bartolommeo,http://vocab.getty.edu/ulan/500115575,,"Taccuino di ventiquattro schizzi, quasi tutti a penna e per soggetti religiosi. San Girolamo genuflesso verso sinistra, con un crocifisso fra le mani",,,ink,http://vocab.getty.edu/aat/300015012,,,,,,,,,ink,http://vocab.getty.edu/aat/300015012,,,,,,,"Nell'edizione del 1938 ne ho citati solo dieci, che mi parevano i più interessanti. Per amore di completezza ne do qui l'intero elenco.",,,,,,,,,,,,,,,,,,,,Drawing missing in BB 1938 and BB 1903.,
494AFol5-Berenson,Paris,http://sws.geonames.org/2988507,France,http://sws.geonames.org/3017382,Musée du Louvre,http://viaf.org/viaf/130051079/,,,R.F.5553,,,,,,,,,494 A (Fol.5),494AFol5,,,,Fra Bartolommeo,http://vocab.getty.edu/ulan/500115575,,"Taccuino di ventiquattro schizzi, quasi tutti a penna e per soggetti religiosi. Recto: Donna genuflessa verso destra, fra due colonne, su un alto piedistallo ","Donna ammantata, volta a destra, a capo chino",,,,,,,,,,,,,,,,,,,,"Nell'edizione del 1938 ne ho citati solo dieci, che mi parevano i più interessanti. Per amore di completezza ne do qui l'intero elenco.",,,,,,,,,,,,,,,,,,,,Drawing missing in BB 1938 and BB 1903.,
494AFol6-Berenson,Paris,http://sws.geonames.org/2988507,France,http://sws.geonames.org/3017382,Musée du Louvre,http://viaf.org/viaf/130051079/,,,R.F.5554,,,,,,,,,494 A (Fol.6),494AFol6,,,,Fra Bartolommeo,http://vocab.getty.edu/ulan/500115575,,"Taccuino di ventiquattro schizzi, quasi tutti a penna e per soggetti religiosi. Recto: Studio per una Natività ",Angelo annunciante,,,,,,,,,,,,,,,,,,,,"Nell'edizione del 1938 ne ho citati solo dieci, che mi parevano i più interessanti. Per amore di completezza ne do qui l'intero elenco.",,,,,,,,,,,,,,,,,,,,Drawing missing in BB 1938 and BB 1903.,
494AFol7-Berenson,Paris,http://sws.geonames.org/2988507,France,http://sws.geonames.org/3017382,Musée du Louvre,http://viaf.org/viaf/130051079/,,,R.F.5555,,,,,,,,,494 A (Fol.7),494AFol7,,,,Fra Bartolommeo,http://vocab.getty.edu/ulan/500115575,,"Taccuino di ventiquattro schizzi, quasi tutti a penna e per soggetti religiosi. Uomo con filatterio che guarda bruciare un rogo ai suoi piedi e, a destra, tre frati ",Flagellazione (in parte tagliata),,ink,http://vocab.getty.edu/aat/300015012,,,,,,,,,ink,http://vocab.getty.edu/aat/300015012,,,,,,,"Nell'edizione del 1938 ne ho citati solo dieci, che mi parevano i più interessanti. Per amore di completezza ne do qui l'intero elenco.",Verso: Cfr. BB n. 218 verso.,495,495,Fra Bartolommeo,http://vocab.getty.edu/ulan/500115575,,Apostle and monks ,Flagellation,,,495,495,,,,,,,,,
494AFol8-Berenson,Paris,http://sws.geonames.org/2988507,France,http://sws.geonames.org/3017382,Musée du Louvre,http://viaf.org/viaf/130051079/,,,R.F.5556,,,,,,,,,494 A (Fol.8),494AFol8,,,,Fra Bartolommeo,http://vocab.getty.edu/ulan/500115575,,"Taccuino di ventiquattro schizzi, quasi tutti a penna e per soggetti religiosi. Recto: La Vergine e Sant'Elisabetta, a figura intera ","due donne ammantate, la più giovane con la mano sul petto",,ink,http://vocab.getty.edu/aat/300015012,,,,,,,,,ink,http://vocab.getty.edu/aat/300015012,,,,,,,"Nell'edizione del 1938 ne ho citati solo dieci, che mi parevano i più interessanti. Per amore di completezza ne do qui l'intero elenco. Verso: Studi per una Visitazione. Cfr. fol. 9 verso e 12 recto.",,497,497,Fra Bartolommeo,http://vocab.getty.edu/ulan/500115575,,Visitation ,Two draped figures,,,497,497,,,,,,,,BB 1961 title handwritten with words deleted ,
494AFol9-Berenson,Paris,http://sws.geonames.org/2988507,France,http://sws.geonames.org/3017382,Musée du Louvre,http://viaf.org/viaf/130051079/,,,R.F.5557,,,,,,,,,494 A (Fol.9),494AFol9,,,,Fra Bartolommeo,http://vocab.getty.edu/ulan/500115575,,"Taccuino di ventiquattro schizzi, quasi tutti a penna e per soggetti religiosi. Recto: Annunciazione ",Visitazione,,ink,http://vocab.getty.edu/aat/300015012,,,,,,,,,ink,http://vocab.getty.edu/aat/300015012,,,,,,,"Nell'edizione del 1938 ne ho citati solo dieci, che mi parevano i più interessanti. Per amore di completezza ne do qui l'intero elenco.",,498,498,Fra Bartolommeo,http://vocab.getty.edu/ulan/500115575,,Annunciation ,Visitation,,,498,498,,,,,,,,,
494AFol10-Berenson,Paris,http://sws.geonames.org/2988507,France,http://sws.geonames.org/3017382,Musée du Louvre,http://viaf.org/viaf/130051079/,,,R.F.5558,,,,,,,,,494 A (Fol.10),494AFol10,404,,,Fra Bartolommeo,http://vocab.getty.edu/ulan/500115575,,"Taccuino di ventiquattro schizzi, quasi tutti a penna e per soggetti religiosi. Recto: Annunciazione ",Il Battista nel deserto,,ink,http://vocab.getty.edu/aat/300015012,,,,,,,,,ink,http://vocab.getty.edu/aat/300015012,,,,,,,"Nell'edizione del 1938 ne ho citati solo dieci, che mi parevano i più interessanti. Per amore di completezza ne do qui l'intero elenco.",,499,499,Fra Bartolommeo,http://vocab.getty.edu/ulan/500115575,,Annunciation ,St. John in the Wilderness,,,499,499,,,,,,,,,
494AFol11-Berenson,Paris,http://sws.geonames.org/2988507,France,http://sws.geonames.org/3017382,Musée du Louvre,http://viaf.org/viaf/130051079/,,,R.F.5559,,,,,,,,,494 A (Fol.11),494AFol11,,,,Fra Bartolommeo,http://vocab.getty.edu/ulan/500115575,,"Taccuino di ventiquattro schizzi, quasi tutti a penna e per soggetti religiosi. Recto: La cacciata dall'Eden ",Due studi per un Cristo in Croce,,ink,http://vocab.getty.edu/aat/300015012,,,,,,,,,ink,http://vocab.getty.edu/aat/300015012,,,,,,,"Nell'edizione del 1938 ne ho citati solo dieci, che mi parevano i più interessanti. Per amore di completezza ne do qui l'intero elenco.",,500,500,Fra Bartolommeo,http://vocab.getty.edu/ulan/500115575,,Expulsion ,Crucifixion,,,500,500,,,,,,,,,
494AFol12-Berenson,Paris,http://sws.geonames.org/2988507,France,http://sws.geonames.org/3017382,Musée du Louvre,http://viaf.org/viaf/130051079/,,,R.F.5560,,,,,,,,,494 A (Fol.12),494AFol12,,,,Fra Bartolommeo,http://vocab.getty.edu/ulan/500115575,,"Taccuino di ventiquattro schizzi, quasi tutti a penna e per soggetti religiosi. Recto: Tre schizzi di una donna ammantata volta a sinistra ",Visitazione e Angelo con tromba,,ink,http://vocab.getty.edu/aat/300015012,,,,,,,,,ink,http://vocab.getty.edu/aat/300015012,,,,,,,"Nell'edizione del 1938 ne ho citati solo dieci, che mi parevano i più interessanti. Per amore di completezza ne do qui l'intero elenco.",,501,501,Fra Bartolommeo,http://vocab.getty.edu/ulan/500115575,,Various studies ,Visitation and an angel,,,501,501,,,,,,,,,
494AFol13-Berenson,Paris,http://sws.geonames.org/2988507,France,http://sws.geonames.org/3017382,Musée du Louvre,http://viaf.org/viaf/130051079/,,,R.F.5561,,,,,,,,,494 A (Fol.13),494AFol13,,,,Fra Bartolommeo,http://vocab.getty.edu/ulan/500115575,,"Taccuino di ventiquattro schizzi, quasi tutti a penna e per soggetti religiosi. Recto: Uomo da tergo, uomo di fronte, uomo che nasconde il viso in un mantello, uomo nudo per terra, uomo in piedi, testa barbuta, testa e braccia ",Quattro teschi in posizioni diverse e figura mezza cancellata di figura in piedi,,ink,http://vocab.getty.edu/aat/300015012,red chalk,http://vocab.getty.edu/aat/300080064,,,,,,,ink,http://vocab.getty.edu/aat/300015012,,,,,,,"Nell'edizione del 1938 ne ho citati solo dieci, che mi parevano i più interessanti. Per amore di completezza ne do qui l'intero elenco. Studi per il ""Giudizio Universale"" già a Santa Maria Nuova ed ora nel Museo di San Marco a Firenze; vedi anche copia agli Uffizi.",,,,,,,,,,,,,,,,,,,,BB 1961 handwritten with revisions and additions. Drawing missing in BB 1938 and BB 1903.,
494AFol15-Berenson,Paris,http://sws.geonames.org/2988507,France,http://sws.geonames.org/3017382,Musée du Louvre,http://viaf.org/viaf/130051079/,,,R.F.5563,,,,,,,,,494 A (Fol.15),494AFol15,,,,Fra Bartolommeo,http://vocab.getty.edu/ulan/500115575,,"Taccuino di ventiquattro schizzi, quasi tutti a penna e per soggetti religiosi. Recto: Due studi per un Arcangelo Michele ","Uomo nudo fuorché per un mantello annodato sulla sua spalla destra, che solleva la mano destra in alto e spinge con la mano sinistra un altro uomo nudo verso destra",,ink,http://vocab.getty.edu/aat/300015012,black chalk,http://vocab.getty.edu/aat/300080058,,,,,,,ink,http://vocab.getty.edu/aat/300015012,,,,,,,"Nell'edizione del 1938 ne ho citati solo dieci, che mi parevano i più interessanti. Per amore di completezza ne do qui l'intero elenco. Same as 1938 title, in Italian",,501 A,501A,Fra Bartolommeo,http://vocab.getty.edu/ulan/500115575,,Studies on back and front of angels for the S. Maria Nuova fresco of the Last Judgement,,,,501 A,501A,,,,,,,,,
