FlorentineDrawings_IdentifierBB1961,City,City_URI,Country,Country_URI,Collection_main,Collection_URI_main,Collection_sub,Collection_URI_sub,Inventory_number,Object_repository_URI_corrected,Former_collection,Former_collection_URI,Former_collection_city,Former_collection_city_URI,Former_collection_country,Former_collection_country_URI,Former_collection_Inventory_Number,BB_1961_number_letter,BB_1961_number_letter_NoSpace,BB_1961_figure number_recto,BB_1961_figure number_verso,BB_1961_plate number,BB_1961_Artist_NoQualifier,Artist_URI_1961,BB_1961_Qualifier,BB_1961_title_recto,BB_1961_title_verso,BB_1961_title_correction,BB_1961_technique_recto_1,BB_1961_technique_recto_1_URI,BB_1961_technique_recto_2,BB_1961_technique_recto_2_URI,BB_1961_technique_recto_3,BB_1961_technique_recto_3_URI,BB_1961_technique_recto_4,BB_1961_technique_recto_4_URI,BB_1961_technique_recto_5,BB_1961_technique_recto_5_URI,BB_1961_technique_verso_1,BB_1961_technique_verso_1_URI,BB_1961_technique_verso_2,BB_1961_technique_verso_2_URI,BB_1961_technique_verso_3,BB_1961_technique_verso_3_URI,BB_1961_technique_verso_4,BB_1961_technique_verso_4_URI,BB_1961_text_recto,BB_1961_text_verso,BB_1938_number_letter,BB_1938_number_letter_NoSpace,BB_1938_Artist_NoQualifier,Artist_URI_1938,BB_1938_Qualifier,BB_1938_title_recto,BB_1938_title_verso,BB_1938_text_recto,BB_1938_text_verso,BB_1903_number_letter,BB_1903_number_letter_NoSpace,BB_1903_Artist_NoQualifier,Artist_URI_1903,BB_1903_Qualifier,BB_1903_title_recto,BB_1903_title_verso,BB_1903_text_recto,BB_1903_text_verso,Cataloguer's Comments,Cataloguer's Question
0000144-Berenson,Paris,http://sws.geonames.org/2988507,France,http://sws.geonames.org/3017382,Musée du Louvre,http://viaf.org/viaf/130051079/,,,1679,,,,,,,,,144,144,,,,Andrea del Sarto,http://vocab.getty.edu/ulan/500025314,,Studio di piedi,,,black chalk,http://vocab.getty.edu/aat/300080058,,,,,,,,,,,,,,,,,,,144,144,Andrea del Sarto,http://vocab.getty.edu/ulan/500025314,,Study of feet,,,,144,144,Andrea del Sarto,http://vocab.getty.edu/ulan/500025314,,,,,,,
0000145-Berenson,Paris,http://sws.geonames.org/2988507,France,http://sws.geonames.org/3017382,Musée du Louvre,http://viaf.org/viaf/130051079/,,,1680,,,,,,,,,145,145,787,788,,Andrea del Sarto,http://vocab.getty.edu/ulan/500025314,,Figira seduta in atto di scrivere su un foglio appoggiato ai ginocchi ,Testa calva di vecchio barbuto in profilo a sinistra,,black chalk,http://vocab.getty.edu/aat/300080058,,,,,,,,,red chalk,http://vocab.getty.edu/aat/300080064,,,,,,,"Same as 1938, in Italian",,145,145,Andrea del Sarto,http://vocab.getty.edu/ulan/500025314,,Study for Zacharias in the Scalzo Birth of the Baptist ,Bald head of elderly man in profile to left,,"done from same model, and, except for being turned in opposite direction, almost identical with my 152",145,145,Andrea del Sarto,http://vocab.getty.edu/ulan/500025314,,,,,Same as 1938,,
0000146-Berenson,Paris,http://sws.geonames.org/2988507,France,http://sws.geonames.org/3017382,Musée du Louvre,http://viaf.org/viaf/130051079/,,,1681,,,,,,,,,146,146,781,,,Andrea del Sarto,http://vocab.getty.edu/ulan/500025314,,"Figura maschile drappeggiata, in profilo a sinistra",,,black chalk,http://vocab.getty.edu/aat/300080058,,,,,,,,,,,,,,,,,"Same as 1938, in Italian",,146,146,Andrea del Sarto,http://vocab.getty.edu/ulan/500025314,,Study of draped male figure standing in profile to left,,For the Scalzo Dance of Salome,,146,146,Andrea del Sarto,http://vocab.getty.edu/ulan/500025314,,,,Same as 1938,,,
0000148-Berenson,Paris,http://sws.geonames.org/2988507,France,http://sws.geonames.org/3017382,Musée du Louvre,http://viaf.org/viaf/130051079/,,,1684,,,,,,,,,148,148,806,,,Andrea del Sarto,http://vocab.getty.edu/ulan/500025314,,"Testa arruffata di uomo giovane, di grandezza naturale ed un'altra simile su scala minore ",Altri due studi per la medesima testa,,red chalk,http://vocab.getty.edu/aat/300080064,,,,,,,,,red chalk,http://vocab.getty.edu/aat/300080064,,,,,,,"Same as 1938, in Italian",,148,148,Andrea del Sarto,http://vocab.getty.edu/ulan/500025314,,"Life-size shaggy head of youngish man, and same on smaller scale ",Two other studies for same head,These are studies for the head of the man who on the first step of the Poggio a Caiano fresco stoops to take an animal by its leg,,148,148,Andrea del Sarto,http://vocab.getty.edu/ulan/500025314,,,,Same as 1938,,,
0000149-Berenson,Paris,http://sws.geonames.org/2988507,France,http://sws.geonames.org/3017382,Musée du Louvre,http://viaf.org/viaf/130051079/,,,1685,,,,,,,,,149,149,842,,,Andrea del Sarto,http://vocab.getty.edu/ulan/500025314,,"Testa virile in profilo verso destra, con lo sguardo volto in alto",,,red chalk,http://vocab.getty.edu/aat/300080064,,,,,,,,,,,,,,,,,"Same as 1938, in Italian",,149,149,Andrea del Sarto,http://vocab.getty.edu/ulan/500025314,,Head of man looking up in profile to right,,For Joseph in the Madrid altar-piece,,149,149,Andrea del Sarto,http://vocab.getty.edu/ulan/500025314,,,,,,,
0000150-Berenson,Paris,http://sws.geonames.org/2988507,France,http://sws.geonames.org/3017382,Musée du Louvre,http://viaf.org/viaf/130051079/,,,1686,,,,,,,,,150,150,823,,,Andrea del Sarto,http://vocab.getty.edu/ulan/500025314,,"Busto di donna quasi in profilo verso sinistra, con la testa leggermente volta in basso ",Una testa caricaturale,,red chalk,http://vocab.getty.edu/aat/300080064,,,,,,,,,red chalk,http://vocab.getty.edu/aat/300080064,,,,,,,"[1957: Studio per la testa della ""Madonna"" nella Wallace Collection (n. 9), a Londra];","[1957: Devo la conoscenza del verso a Sydney Freedberg, il quale lo ritiene autentico]",150,150,Andrea del Sarto,http://vocab.getty.edu/ulan/500025314,,"Bust of woman almost in profile to left, bending her head a little",,Study for St. Catherine in the Berlin altar-piece,,150,150,Andrea del Sarto,http://vocab.getty.edu/ulan/500025314,,,,Same as 1938,,,
000150A-Berenson,Paris,http://sws.geonames.org/2988507,France,http://sws.geonames.org/3017382,Musée du Louvre,http://viaf.org/viaf/130051079/,,,1687,,,,,,,,,150 A,150A,804,805,,Andrea del Sarto,http://vocab.getty.edu/ulan/500025314,,"Studi per il cagnolino che saltella giù dal trono di Cesare, nell'affresco di Poggio a Caiano","Studi per il cagnolino che saltella giù dal trono di Cesare, nell'affresco di Poggio a Caiano",,red chalk,http://vocab.getty.edu/aat/300080064,,,,,,,,,red chalk,http://vocab.getty.edu/aat/300080064,,,,,,,,,150 A,150A,Andrea del Sarto,http://vocab.getty.edu/ulan/500025314,,Various studies on front and back for dog that jumps down from steps of Caesar's throne in the Poggio a Caiano fresco,,,,,,,,,,,,,Drawing missing in BB 1903,
0000151-Berenson,Paris,http://sws.geonames.org/2988507,France,http://sws.geonames.org/3017382,Musée du Louvre,http://viaf.org/viaf/130051079/,,,1689,,,,,,,,,151,151,770,,,Andrea del Sarto,http://vocab.getty.edu/ulan/500025314,,"Figura intera di giovane nudo con un berretto in testa, in profilo verso sinistra, che si tocca la spalla sinistra con la mano destra",,,red chalk,http://vocab.getty.edu/aat/300080064,,,,,,,,,,,,,,,,,"Same as 1938, in Italian",,151,151,Andrea del Sarto,http://vocab.getty.edu/ulan/500025314,,"Study from model of young man nude but for cap on his head, standing in profile to left, with his right hand touching his left shoulder",,"This served for a figure in the Annunziata fresco, representing St. Philip exorcising a possessed woman",,151,151,Andrea del Sarto,http://vocab.getty.edu/ulan/500025314,,,,Same as 1938,,,
0000152-Berenson,Paris,http://sws.geonames.org/2988507,France,http://sws.geonames.org/3017382,Musée du Louvre,http://viaf.org/viaf/130051079/,,,1690,,,,,,,,,152,152,,,,Andrea del Sarto,http://vocab.getty.edu/ulan/500025314,,"Testa virile calva, in profilo verso destra ","Uomo seduto con manto girato sul petto, sotto questo due piedi",,red chalk,http://vocab.getty.edu/aat/300080064,,,,,,,,,black chalk,http://vocab.getty.edu/aat/300080058,red chalk,http://vocab.getty.edu/aat/300080064,,,,,"Same as 1938, in Italian",,152,152,Andrea del Sarto,http://vocab.getty.edu/ulan/500025314,,Profile to right of bald-headed elderly man ,"Study of man seated, draped across the chest. Below, two feet",,"drapery and hands highly finished, legs slightly indicated. The head on the recto which in different positions Andrea drew more than once, probably was not made, as the Louvre catalogue states, for the Zacharias in the Scalzo Visitation, nor, as might occur to others, for one of the apostles on left in the Last Supper. It is much more likely that Andrea, whose habit it was to make almost no change from a study of a detail to its final form in the finished work, intended this head for that of the old man kneeling before Caesar in the Poggio a Caiano fresco",152,152,Andrea del Sarto,http://vocab.getty.edu/ulan/500025314,,,,Same as 1938,,BB 1903 is handwritten  by pencil. Information added in BB 1961 ,
0000153-Berenson,Paris,http://sws.geonames.org/2988507,France,http://sws.geonames.org/3017382,Musée du Louvre,http://viaf.org/viaf/130051079/,,,1692,,,,,,,,,153,153,,,,Andrea del Sarto,http://vocab.getty.edu/ulan/500025314,,"Studi per i cherubini oranti a mani giunte, a destra e a sinistra della Vergine nell'""Assunta Passerini""","Studi per i cherubini oranti a mani giunte, a destra e a sinistra della Vergine nell'""Assunta Passerini""",,red chalk,http://vocab.getty.edu/aat/300080064,,,,,,,,,,,,,,,,,,,153,153,Andrea del Sarto,http://vocab.getty.edu/ulan/500025314,,"Bust of child turning a little to right with hands joined in prayer on the verso, which is stuck down, a similar baby's head is visible",,In every probability a study for one of the cherubs in the Pitti Assumption (n. 225),,153,153,Andrea del Sarto,http://vocab.getty.edu/ulan/500025314,,,,Same as 1938,,BB 1903 is handwritten  by pencil. Information added in BB 1938 ,
000153A-Berenson,Paris,http://sws.geonames.org/2988507,France,http://sws.geonames.org/3017382,Musée du Louvre,http://viaf.org/viaf/130051079/,,,1712,,,,,,,,,153 A,153A,,,,Andrea del Sarto,http://vocab.getty.edu/ulan/500025314,,Panneggio che avvolge una gamba piegata,,,red chalk,http://vocab.getty.edu/aat/300080064,,,,,,,,,,,,,,,,,"Studio per il panneggio della parte inferiore del ""San Pietro"" nel Duomo di Pisa",,,,,,,,,,,,,,,,,,,,Drawing missing in BB 1938 and BB 1903,
0000155-Berenson,Paris,http://sws.geonames.org/2988507,France,http://sws.geonames.org/3017382,Musée du Louvre,http://viaf.org/viaf/130051079/,,,1715,,,,,,,,,155,155,832,,,Andrea del Sarto,http://vocab.getty.edu/ulan/500025314,,"Figura virile nuda, seduta in posa di abbandono, con la testa reclinata, il braccio sinistro proteso ed il destro lungo il fianco",,,red chalk,http://vocab.getty.edu/aat/300080064,,,,,,,,,,,,,,,,,"Same as 1938 title, in Italian",,155,155,Andrea del Sarto,http://vocab.getty.edu/ulan/500025314,,Study from model for Dead Christ in the Pitti Pietà (n. 58),,,,155,155,Andrea del Sarto,http://vocab.getty.edu/ulan/500025314,,,,,,,
0000157-Berenson,Paris,http://sws.geonames.org/2988507,France,http://sws.geonames.org/3017382,Musée du Louvre,http://viaf.org/viaf/130051079/,,,1717,,,,,,,,,157,157,825,,,Andrea del Sarto,http://vocab.getty.edu/ulan/500025314,,"Testa di fanciullo ridente, in profilo verso destra",,,red chalk,http://vocab.getty.edu/aat/300080064,,,,,,,,,,,,,,,,,"Same as 1938, in Italian",,157,157,Andrea del Sarto,http://vocab.getty.edu/ulan/500025314,,Head of laughing child in profile to right,,Study for one  of the children in the Louvre Charity,,157,157,Andrea del Sarto,http://vocab.getty.edu/ulan/500025314,,,,Same as 1938,,,
000157A-Berenson,Paris,http://sws.geonames.org/2988507,France,http://sws.geonames.org/3017382,Musée du Louvre,http://viaf.org/viaf/130051079/,,,1726,,,,,,,,,157 A,157A,,,,Andrea del Sarto,http://vocab.getty.edu/ulan/500025314,,Profilo di uomo di mezza età che guarda devotamente a sinistra,,,red chalk,http://vocab.getty.edu/aat/300080064,,,,,,,,,,,,,,,,,"Same as 1938, in Italian",,157 A,157A,Andrea del Sarto,http://vocab.getty.edu/ulan/500025314,,Profile of middle-aged man looking devoutly to left,,"The back of the head from crown to base has been added and the profile cut out and pasted on, so that the outlines have lost nearly all vitality",,,,,,,,,,,Drawing missing in BB 1903,
0000158-Berenson,Paris,http://sws.geonames.org/2988507,France,http://sws.geonames.org/3017382,Musée du Louvre,http://viaf.org/viaf/130051079/,,,212,,,,,,,,,158,158,,,,Andrea del Sarto,http://vocab.getty.edu/ulan/500025314,,"Testa di vecchio, volto di tre quarti verso sinistra, con le palpebre abbassate e le labbra semichiuse. È sbarbato ed ha una verruca sulla guancia",,,red chalk,http://vocab.getty.edu/aat/300080064,,,,,,,,,,,,,,,,,"Same as 1938, in Italian",,158,158,Andrea del Sarto,http://vocab.getty.edu/ulan/500025314,,"Study of elderly man's head, turned nearly to left with mouth half open and eyes half closed. He is smooth shaved, and has a wart on his cheek",,Evidently from model. Ascribed to Fra Bartolomeo,,158,158,Andrea del Sarto,http://vocab.getty.edu/ulan/500025314,,,,Same as 1938,,,
000158A-Berenson,Paris,http://sws.geonames.org/2988507,France,http://sws.geonames.org/3017382,Musée du Louvre,http://viaf.org/viaf/130051079/,,,232,,,,,,,,,158 A,158A,,,,Andrea del Sarto,http://vocab.getty.edu/ulan/500025314,,Giovane che si volge con violenza indietro e si guarda al di sopra della spalla ,Studi di panneggi,,red chalk,http://vocab.getty.edu/aat/300080064,,,,,,,,,red chalk,http://vocab.getty.edu/aat/300080064,,,,,,,,,,,,,,,,,,,,,,,,,,,Drawing missing in BB 1938 and BB 1903,
000158B-Berenson,Paris,http://sws.geonames.org/2988507,France,http://sws.geonames.org/3017382,Musée du Louvre,http://viaf.org/viaf/130051079/,,,5946,,,,,,,,,158 B,158B,,,,Andrea del Sarto,http://vocab.getty.edu/ulan/500025314,,"Busto di bambino col braccio destro proteso, che guarda al di sopra della sua spalla",,,red chalk,http://vocab.getty.edu/aat/300080064,,,,,,,,,,,,,,,,,"Studio per il Bambino nella ""Madonna delle Arpie"" del 1517 (uffizi n. 1577)",,,,,,,,,,,,,,,,,,,,Drawing missing in BB 1938 and BB 1903,
000158C-Berenson,Paris,http://sws.geonames.org/2988507,France,http://sws.geonames.org/3017382,Musée du Louvre,http://viaf.org/viaf/130051079/,,,10959,,,,,,,,,158 C,158C,,,,Andrea del Sarto,http://vocab.getty.edu/ulan/500025314,,"Testa di ragazzo che guarda in basso, in profilo verso destra",,,red chalk,http://vocab.getty.edu/aat/300080064,,,,,,,,,,,,,,,,,"Studio per il San Giovannino nella ""Sacra Famiglia di Ottaviano dei Medici"" (Pitti n. 81)",,,,,,,,,,,,,,,,,,,,Drawing missing in BB 1938 and BB 1903,
0000159-Berenson,Paris,http://sws.geonames.org/2988507,France,http://sws.geonames.org/3017382,École Nationale Supérieure des Beaux-arts,http://viaf.org/viaf/160991310/,,,28036,,,,,,,,,159,159,833,,,Andrea del Sarto,http://vocab.getty.edu/ulan/500025314,,"Testa di giovane donna che guarda in basso, leggermente volta a sinistra",,,red chalk,http://vocab.getty.edu/aat/300080064,,,,,,,,,,,,,,,,,"Same as 1938, in Italian",,159,159,Andrea del Sarto,http://vocab.getty.edu/ulan/500025314,,"Study from model, perhaps Lucrezia del Fede, of youngish woman, looking down a little to left",,"Possibly to be connected with the Pitti Pietà, and at all events of nearly that period",,159,159,Andrea del Sarto,http://vocab.getty.edu/ulan/500025314,,,,Same as 1938,,,
000159A-Berenson,Paris,http://sws.geonames.org/2988507,France,http://sws.geonames.org/3017382,École Nationale Supérieure des Beaux-arts,http://viaf.org/viaf/160991310/,,,289,,,,,,,,,159 A,159A,,,,Andrea del Sarto,http://vocab.getty.edu/ulan/500025314,,Busto di giovane donna ,Leggero schizzo della medesima figura,,red chalk,http://vocab.getty.edu/aat/300080064,,,,,,,,,red chalk,http://vocab.getty.edu/aat/300080064,,,,,,,"Same as 1938, in Italian",,159 A,159A,Andrea del Sarto,http://vocab.getty.edu/ulan/500025314,,Bust of young woman ,Slight sketch of same figure,"I am not acquainted with the original but assuming as we may on Fishel's authority that is an autograph, the sketch on the recto is of great interest. Impossible not to connect it with one of Andrea's finest achievements, the Uffizi portrait just mentioned, And yet the difference is puzzling. The sketch seems to be of a younger person and of one nearer the people than the lady in the picture, who looks mature, cultivated, and clever. dis the artist use a model with fourtuitous likeness to the lady or is the latter only the image, the ""Wunschbild"" -the wish fulfilment- of the other?",,,,,,,,,,,BB 1961 Inventory number is handwritten by pen. The wrong number was 34163. Drawing missing in BB 1903,
00159A2-Berenson,Paris,http://sws.geonames.org/2988507,France,http://sws.geonames.org/3017382,Institut Néerlandais,http://viaf.org/viaf/136999912/,,,,,,,,,,,,159 A-2,159A-2,,,,Andrea del Sarto,http://vocab.getty.edu/ulan/500025314,,"Due studi per il torso, uno per il braccio alzato ed uno per la testa, del putto che addita verso l'alto, sotto i piedi dell'""Assunta Panciatichi"" (Pitti n. 191) ","Gruppo di uomini paludati, volti a destra, con teste volte verso l'alto e, in direzione capovolta, un drago",,black chalk,http://vocab.getty.edu/aat/300080058,,,,,,,,,black chalk,http://vocab.getty.edu/aat/300080058,red chalk,http://vocab.getty.edu/aat/300080064,,,,,,"Il gruppo di uomini sembra una prima idea per gli Apostoli a sinistra nell'""Assunta Panciatichi"" (Pitti n. 191)",,,,,,,,,,,,,,,,,,,Inventory number missing in BB 1961 and BB 1938. Drawing missing in BB 1938 and BB 1903,
000055B-Berenson,Berlin,http://sws.geonames.org/2950159,Germany,http://sws.geonames.org/2921044,Kupferstichkabinett,http://viaf.org/viaf/132000764/,,,12924,,,,,,,,,55 B,55B,,,,Andrea del Sarto,http://vocab.getty.edu/ulan/500025314,,"Testa di uomo anziano, in profilo verso destra, e alla sua sinistra, busto di giovane con manica riccamente drappeggiata ","profilo di uomo di mezza età, calvo e dal collo taurino e profilo più piccolo di giovane che sostiene il mento con la mano",,red chalk,http://vocab.getty.edu/aat/300080064,,,,,,,,,red chalk,http://vocab.getty.edu/aat/300080064,,,,,,,"Same as 1938, in Italian",,55 B,55B,Andrea del Sarto,http://vocab.getty.edu/ulan/500025314,,Profile to right of elderly man ,Profile of bald clean-shaven bull-necked middle-aged man,"inspired perhaps by some version of the well-known antique bust of Homer. Dr. Fröhlich Bum, who first published these sketches, connects the two figures with the Poggio a Caiano fresco, the draped bust with the young man next to the grey-beard who stands erect to our right of the same composition. These last have nothing in common but the action, which is not surprising seeing that this part of the fresco was finished by Allori. The heads have a certain likeness to this or that in his works of about 1520 but identity with none.","Dr. Fröhlich Bum, who first published these sketches, connects the two figures with the Poggio a Caiano fresco, the draped bust with the young man next to the grey-beard who stands erect to our right of the same composition. These last have nothing in common but the action, which is not surprising seeing that this part of the fresco was finished by Allori. The heads have a certain likeness to this or that in his works of about 1520 but identity with none.",,,,,,,,,,Drawing missing in BB 1903,
000055G-Berenson,Darmstadt,http://sws.geonames.org/2938913,Germany,http://sws.geonames.org/2921044,Hessisches Landesmuseum Darmstadt,http://viaf.org/viaf/140312453/,,,A.E.1462,,,,,,,,,55 G,55G,789,,,Andrea del Sarto,http://vocab.getty.edu/ulan/500025314,,Giovane uomo in profilo a destra che regge un pesante mantello sul braccio destro ,Figura maschile drappeggiata,,red chalk,http://vocab.getty.edu/aat/300080064,,,,,,,,,red chalk,http://vocab.getty.edu/aat/300080064,,,,,,,"Same as 1938, in Italian",,55 G,55G,Andrea del Sarto,http://vocab.getty.edu/ulan/500025314,,Young man in profile to right carrying heavy drapery on right armdrapery on right arm ,draped male figure,"The recto looks like other sketches for the Scalzo frescoes, but the figure does not actually occur in any of the compositions, although close to the man on the right in the frescoes representing Zacharias in the Temple",,,,,,,,,,,Drawing missing in BB 1903,
0000056-Berenson,Düsseldorf,http://sws.geonames.org/2934246,Germany,http://sws.geonames.org/2921044,Kunstakademie Düsseldorf,http://viaf.org/viaf/122466561/,,,17,,,,,,,,,56,56,816,,,Andrea del Sarto,http://vocab.getty.edu/ulan/500025314,,"Figura intera di frate in profilo verso destra, ma con il viso volto allo spettatore",,,red chalk,http://vocab.getty.edu/aat/300080064,,,,,,,,,,,,,,,,,"(Questo è un modello di ciò che un articolo sopra un solo disegno dovrebbe essere) and Same as 1938, in Italian",,56,56,Andrea del Sarto,http://vocab.getty.edu/ulan/500025314,,Study from model for St. Francis,,"in the ""Madonna delle Arpie""",,56,56,Andrea del Sarto,http://vocab.getty.edu/ulan/500025314,,,,Same as 1938,,,
